_id,tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,periode_data
2936,2018-05-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Komplek PIK Penggilingan Blok.C, No.123",Penggilingan,Cakung,Kota Administrasi Jakarta Timur,0,200000000,201805
2937,2018-05-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Komplek DPR PIK,Penggilingan,Cakung,Kota Administrasi Jakarta Timur,0,0,201805
2938,2018-05-19T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Alvian No.1B, Komplek Squadron",Halim Perdana Kusuma,Makasar,Kota Administrasi Jakarta Timur,0,0,201805
2939,2018-05-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Squadronn, No.2",Makasar,Makasar,Kota Administrasi Jakarta Timur,0,0,201805
2940,2018-05-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Moch. Kahfi II,Srengseng Sawah,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,201805
2941,2018-05-20T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Datang,Jl. Mawar II,Bintaro,Pesanggrahan,Kota Administrasi Jakarta Selatan,0,5000000,201805
2942,2018-05-20T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Manunggal II No. 312,Cipinang Melayu,Makasar,Kota Administrasi Jakarta Timur,0,0,201805
2943,2018-05-20T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,JL. Cilandak 5 No. 5,Cilandak Barat,Cilandak,Kota Administrasi Jakarta Selatan,0,0,201805
2944,2018-03-16T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Pulau Lancang,Pulau Pari,Kep. Seribu Selatan,Kota Administrasi Jakarta Utara,0,0,201803
2945,2018-03-01T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Basuki Rahmat ( Apartemen Basura City ),Cipinang Besar Selatan,Jatinegara,Kota Administrasi Jakarta Timur,0,0,201803
2946,2018-03-01T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,"Jl,Raya Cilangkap No 1B",Cilangkap,Cipayung,Kota Administrasi Jakarta Timur,0,1000000,201803
2947,2018-03-01T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Deplu Raya / Adam Malik,Petukangan Selatan,Pesanggrahan,Kota Administrasi Jakarta Selatan,0,10000000,201803
2948,2018-03-01T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Nusantara Selatan,Sunter Agung,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201803
2949,2018-03-02T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Raya PKP,Kelapa Dua Wetan,Ciracas,Kota Administrasi Jakarta Timur,0,0,201803
2950,2018-03-01T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Gedung KPU,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,201803
2951,2018-03-01T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Jl.Abdul Rahman Saleh ( RSPAD ),Senen,Senen,Kota Administrasi Jakarta Pusat,0,0,201803
2952,2018-03-02T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.H.Naman Komplek DKI,Pondok Kelapa,Duren Sawit,Kota Administrasi Jakarta Timur,0,300000,201803
2953,2018-03-02T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Yos Sudarso Depan Kantor Waliota Utara,Kebon Bawang,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201803
2954,2018-03-02T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. H. Sijan Pasar Jum'at, Kp. Kapuk",Lebak bulus,Cilandak,Kota Administrasi Jakarta Selatan,1,2000000,201803
2955,2018-03-02T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Alam Sari,Pondok Pinang,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,201803
2956,2018-03-02T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Tanah Merdeka Gg. Abdulloh No.16,Rambutan,Ciracas,Kota Administrasi Jakarta Timur,0,0,201803
2957,2018-03-03T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Gaya Motor 3,Sungai Bambu,Tanjung Priok,Kota Administrasi Jakarta Utara,0,1600000,201803
2958,2018-03-03T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Gaga Utama Kp. Gaga No.6,Semanan,Kalideres,Kota Administrasi Jakarta Barat,0,0,201803
2959,2018-03-03T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,"Kantor Kelurahan Tugu Utara, Jl. Mahoni Selatan No. 1",Tugu Utara,Koja,Kota Administrasi Jakarta Utara,0,0,201803
2960,2018-03-03T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,"Komp. Green Garden, Blok A, depan kantor Rw. 01",Rorotan,Cilincing,Kota Administrasi Jakarta Utara,0,0,201803
2961,2018-03-03T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Taman BMW,Papanggo,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201803
2962,2018-03-03T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. H. Midi,Duri Kosambi,Cengkareng,Kota Administrasi Jakarta Barat,1,500000,201803
2963,2018-03-03T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. H. Jabir, No. 22",Bintaro,Pesanggrahan,Kota Administrasi Jakarta Selatan,0,2000000,201803
2964,2018-03-03T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Pegangsaan Indah Barat, PT. Sumber Pangan Utama",Pegangsaan Dua,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,201803
2965,2018-03-03T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,"Jl. Poltangan Raya (Depan HKBP Pasar Minggu), No. 6",Pejaten Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201803
2966,2018-03-04T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Ciputat Raya (Grand Pinang Residence), Blok D, No. 1",Pondok Pinang,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,201803
2967,2018-03-04T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Jl.Bunderan Hotel Indonesia,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,201803
2968,2018-03-04T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Percetakan Negara,Johar Baru,Johar Baru,Kota Administrasi Jakarta Pusat,0,0,201803
2969,2018-03-04T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Yos Sudarso ( mall Depan Arta Gading ),Kelapa Gading Barat,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,201803
2970,2018-03-04T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.PLN Rw 014,Kelapa Gading Timur,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,201803
2971,2018-03-04T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Gunung Sahari,Pademangan Barat,Pademangan,Kota Administrasi Jakarta Utara,0,0,201803
2972,2018-03-04T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Goron Talo ( Taman Segitiga ),Sungai Bambu,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201803
2973,2018-03-04T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.RE.Martadinata,Ancol,Pademangan,Kota Administrasi Jakarta Utara,0,0,201803
2974,2018-03-04T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Komplek Kemhan,Sukabumi Utara,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,201803
2975,2018-03-04T00:00:00,Penyelamatan,Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Petugas Instansi Lain,Jl.Pendidikan 1 ( Mall Graha Cijantung ),Cijantung,Pasar Rebo,Kota Administrasi Jakarta Timur,0,0,201803
2976,2018-03-04T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Tanah Merdeka V Kav 26 ( Akper Jayakarta ),Rambutan,Ciracas,Kota Administrasi Jakarta Timur,0,0,201803
2977,2018-03-04T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Pulau Pelangi No 1 ( Komplek Permata Buana ),Kembangan Utara,Kembangan,Kota Administrasi Jakarta Barat,0,0,201803
2978,2018-03-04T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Taruna Jaya,Cibubur,Ciracas,Kota Administrasi Jakarta Timur,0,0,201803
2979,2018-03-05T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Pejaten Barat Raya No 27,Jatipadang,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,2000000,201803
2980,2018-03-05T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Panca Warga 3,Cipinang Besar Selatan,Jatinegara,Kota Administrasi Jakarta Timur,0,0,201803
2981,2018-03-04T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Jl.Benyamin Sueb,Gunung Sahari Utara,Sawah Besar,Kota Administrasi Jakarta Pusat,0,0,201803
2982,2018-03-05T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Cempaka Putih Barat IV,Cempaka Putih Barat,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,201803
2983,2018-03-05T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Percetakan Negara II,Johar Baru,Johar Baru,Kota Administrasi Jakarta Pusat,0,0,201803
2984,2018-03-05T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Rawasari Selartan,Cempaka Putih Timur,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,201803
2985,2018-03-05T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl. Kramat Lontar,Kramat,Senen,Kota Administrasi Jakarta Pusat,0,0,201803
2986,2018-03-05T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Titik Kenal Kelurahan Munjul,Munjul,Cipayung,Kota Administrasi Jakarta Timur,0,0,201803
2987,2018-03-05T00:00:00,Penyelamatan,Pertolongan Gawat Darurat (Ambulan).,Masyarakat Datang,Jl. Holtikultura,Pasar Minggu,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201803
2988,2018-03-05T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Titik Kenal Kelurahan Munjul,Munjul,Cipayung,Kota Administrasi Jakarta Timur,0,0,201803
2989,2018-03-05T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Margasatwa Kav. 200,Pondok Labu,Cilandak,Kota Administrasi Jakarta Selatan,0,10000000,201803
2990,2018-03-06T00:00:00,Kebakaran,Bencana Kebakaran,Jakarta Siaga 112,Jl. Pangeran Gg. Kobar Titik Kenal Global Islamic School,Bale Kambang,Kramat Jati,Kota Administrasi Jakarta Timur,1,50000000,201803
2991,2018-03-06T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Tanjung Duren Dalam 4 Gg. Duren II No.1,Tanjung Duren Selatan,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,0,201803
2992,2018-03-06T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Gg. Kober,Bale Kambang,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201803
2993,2018-03-06T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Kopi,Roa Malaka,Tambora,Kota Administrasi Jakarta Barat,0,0,201803
2994,2018-03-06T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Kramat Jaya Raya,Tugu Utara,Koja,Kota Administrasi Jakarta Utara,0,0,201803
2995,2018-03-06T00:00:00,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Jl. Kompas,Kembangan Utara,Kembangan,Kota Administrasi Jakarta Barat,0,0,201803
2996,2018-03-06T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Kalibaru Timur (Pasar Nangka),Utan Panjang,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201803
2997,2018-03-06T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,"Jl. Doktor Sutomo, No. 1 (SMKN 27)",Pasar Baru,Sawah Besar,Kota Administrasi Jakarta Pusat,0,0,201803
2998,2018-03-07T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kemang Raya No 14 A,Pela Mampang,Mampang Prapatan,Kota Administrasi Jakarta Selatan,0,2000000,201803
2999,2018-03-07T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl.M.Thamrin,Gondangdia,Menteng,Kota Administrasi Jakarta Pusat,0,2000000,201803
3000,2018-03-07T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.TB Simatupang No 1,Tanjung Barat,Jagakarsa,Kota Administrasi Jakarta Selatan,0,22000000,201803
3001,2018-03-07T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Petak Asem Selatan,Penjaringan,Penjaringan,Kota Administrasi Jakarta Utara,6,50000000,201803
3002,2018-03-07T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.Raya Bekasi KM 26,Ujung Menteng,Cakung,Kota Administrasi Jakarta Timur,0,3000000,201803
3003,2018-03-07T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Palmerah Barat,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201803
3004,2018-03-07T00:00:00,Penyelamatan,Pohon Tumbang,Petugas Instansi Lain,Jl.Flamboyan Ujung,Pesanggrahan,Pesanggrahan,Kota Administrasi Jakarta Selatan,0,0,201803
3005,2018-03-07T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.M.Kahfi I ( Samping Pos Damkar ),Jagakarsa,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,201803
3006,2018-04-07T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Pondok Kelapa X Blok E4 No.13,Pondok Kelapa,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,201804
3007,2018-04-07T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Bartu Ratna II,Batu Ampar,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201804
3008,2018-04-07T00:00:00,Penyelamatan,Bencana pada Air (operasi penyelamatan pada Air),Masyarakat Datang,Jl. Usaha,Cawang,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201804
3009,2018-04-08T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl. Galur Sari Timur,Pulo gebang,Cakung,Kota Administrasi Jakarta Timur,0,0,201804
3010,2018-04-08T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl. Asem,Kelapa Dua Wetan,Ciracas,Kota Administrasi Jakarta Timur,0,0,201804
3011,2018-04-08T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Gg. Banten 7 & 8,Bali Mester,Jatinegara,Kota Administrasi Jakarta Timur,0,0,201804
3012,2018-04-08T00:00:00,Penyelamatan,Bencana pada Air (operasi penyelamatan pada Air),Masyarakat Datang,Jl. Usaha,Cawang,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201804
3013,2018-04-08T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Raya Cilangkap (Ponpes Al- Hamid Putra),Cilangkap,Cipayung,Kota Administrasi Jakarta Timur,0,0,201804
3014,2018-04-08T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. Madrasah 3,Duren Sawit,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,201804
3015,2018-04-08T00:00:00,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Telepon,"Jl. Tanjung Duren Raya, No. 67",Tanjung Duren Utara,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,0,201804
3016,2018-04-08T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Marjuki VII,Penggilingan,Cakung,Kota Administrasi Jakarta Timur,0,0,201804
3017,2018-04-08T00:00:00,Penyelamatan,Pertolongan Gawat Darurat (Ambulan).,Masyarakat Datang,Jl. Imam Mahbud,Duri Pulo,Gambir,Kota Administrasi Jakarta Pusat,0,0,201804
3018,2018-04-08T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl. Raya Penggilingan,Penggilingan,Cakung,Kota Administrasi Jakarta Timur,0,0,201804
3019,2018-04-08T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Siak, Perum Bea Cukai, Imperial Gading Pelindo 2, Blok F4, No. 28",Sukapura,Cilincing,Kota Administrasi Jakarta Utara,0,0,201804
3020,2018-04-08T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,"Jl. Kramat Sentiong, No. 4",Kramat,Senen,Kota Administrasi Jakarta Pusat,0,7000000,201804
3021,2018-04-08T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Joglo Raya, No. 21B",Srengseng,Kembangan,Kota Administrasi Jakarta Barat,1,2000000,201804
3022,2018-04-09T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. Dr. Susilo IV,Grogol,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,0,201804
3023,2018-04-09T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Mabes TNI, Gg. Mede",Cilangkap,Cipayung,Kota Administrasi Jakarta Timur,0,0,201804
3024,2018-04-09T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Moch Khafi 1 Gg.Bulin,Jagakarsa,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,201804
3025,2018-04-09T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Mangga Besar V,Tangki,Tamansari,Kota Administrasi Jakarta Barat,0,0,201804
3026,2018-04-09T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Petugas Pemadam,Jl.Kyai H.Zainul Arifin No 71,Petojo Utara,Gambir,Kota Administrasi Jakarta Pusat,0,0,201804
3027,2018-04-09T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kapuk Poglar,Kapuk Muara,Penjaringan,Kota Administrasi Jakarta Utara,0,200000000,201804
3028,2018-04-09T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.K No 78,Pejagalan,Penjaringan,Kota Administrasi Jakarta Utara,3,150000000,201804
3029,2018-04-09T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Telepon,Jl.Salihara I,Pejaten Barat,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,1000000,201804
3030,2018-04-09T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Komplek Nirwana Sunter No C 20,Sunter Jaya,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201804
3031,2018-04-09T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl.Gor Ragunan,Ragunan,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201804
3032,2018-04-10T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Ruko Florensia, Jl. Bukit Gading",Kelapa Gading Barat,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,201804
3033,2018-04-10T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. H. Hasan I No.30B,Baru,Pasar Rebo,Kota Administrasi Jakarta Timur,1,270000000,201804
3034,2018-04-10T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Tanah Sereal XIII, Gg. Untas No.20",Tanah Sereal,Tambora,Kota Administrasi Jakarta Barat,0,6000000,201804
3035,2018-04-10T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Raya Joglo No.156,Joglo,Kembangan,Kota Administrasi Jakarta Barat,0,25000000,201804
3036,2018-04-10T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Komplek PIK Penggilingan Blok.E, No.284",Penggilingan,Cakung,Kota Administrasi Jakarta Timur,0,0,201804
3037,2018-04-10T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Datang,Jl. KH.Masmansur,Petojo Utara,Gambir,Kota Administrasi Jakarta Pusat,0,0,201804
3038,2018-04-11T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Kembang V,Kwitang,Senen,Kota Administrasi Jakarta Pusat,0,3500000,201804
3039,2018-04-11T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Raya Salihara (Samping Kantor Sektor PS Minggu),Pasar Minggu,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,1000000,201804
3040,2018-04-11T00:00:00,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Jl. Muhasyim Raya (Gedung Kecamatan Cilandak Lantai 3),Cilandak Barat,Cilandak,Kota Administrasi Jakarta Selatan,0,0,201804
3041,2018-04-11T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Pondok Kelapa Indah,Pondok Kelapa,Duren Sawit,Kota Administrasi Jakarta Timur,0,425000000,201804
3042,2018-04-11T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Arjuna Utara,Kedoya Selatan,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,201804
3043,2018-04-12T00:00:00,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Telepon,Puri Palem Indah No. 7E. Jl. Veteran,Bintaro,Pesanggrahan,Kota Administrasi Jakarta Selatan,0,0,201804
3044,2018-04-12T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Datang,Jl. HBR Motik,Gunung Sahari Selatan,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201804
3045,2018-04-12T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Malaka 1 Gg.II No 49,Rorotan,Cilincing,Kota Administrasi Jakarta Utara,0,0,201804
3046,2018-04-12T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Gg.Mess No 12A,Kebon Melati,Tanah Abang,Kota Administrasi Jakarta Pusat,0,5000000,201804
3047,2018-04-12T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Datang,Jl.Kyai H.Zainul Arifin No 71 ( Titik Kenal Lampu Merah ),Petojo Utara,Gambir,Kota Administrasi Jakarta Pusat,0,0,201804
3048,2018-04-12T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Kebon Kacang X,Kebon Kacang,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201804
3049,2018-04-12T00:00:00,Bantuan Operasi,Kerja Bakti,Masyarakat Telepon,Jl.Mutiara ( RPTRA Mutiara ),Sumur Batu,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201804
3050,2018-04-13T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Gebang sari,Bambu Apus,Cipayung,Kota Administrasi Jakarta Timur,0,0,201804
3051,2018-04-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Gang Musholah H. Ibrahim,Duren Tiga,Pancoran,Kota Administrasi Jakarta Selatan,20,400000000,201804
3052,2018-04-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl.Serdang Raya,No. 88",Serdang,Kemayoran,Kota Administrasi Jakarta Pusat,0,600000000,201804
3053,2018-04-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Kemayoran Gempol titik kenal Belakang polsek kemayoran,Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,6,135000000,201804
3054,2018-04-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Komplek Pangeran Jayakarta Blok.B4, No.34",Mangga Dua Selatan,Sawah Besar,Kota Administrasi Jakarta Pusat,0,1000000,201804
3055,2018-04-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Cakung Cilincing Bawah Kolong Tol KM 60,Semper Timur,Cilincing,Kota Administrasi Jakarta Utara,0,0,201804
3056,2018-04-13T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl Warakas I Gg A No.51,Warakas,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201804
3057,2018-04-13T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,MIN 17 Pulau Tidung,Pulau Tidung,Kep. Seribu Selatan,Kota Administrasi Jakarta Utara,0,0,201804
3058,2018-04-13T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Medan Merdeka Timur/Pintu Gambir,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,201804
3059,2018-04-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Warakas I Gg 23,Warakas,Tanjung Priok,Kota Administrasi Jakarta Utara,15,500000000,201804
3060,2018-04-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Kampung Baru No.200,Kembangan Utara,Kembangan,Kota Administrasi Jakarta Barat,1,64000000,201804
3061,2018-04-14T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Telepon,Jl. M.H Thamrin (Park & Ride Thamrin 10),Kebon sirih,Menteng,Kota Administrasi Jakarta Pusat,0,0,201804
3062,2018-04-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Tegal Ambar,Klender,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,201804
3063,2018-04-14T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Telepon,Stadion Gelora Bung Karno,Senayan,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,201804
3064,2018-04-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Aditya warman Raya No.38 A,Melawai,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,80000000,201804
3065,2018-04-14T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Perikanan II,Srengseng Sawah,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,201804
3066,2018-04-14T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. Tol Cawang Grogol,Cawang,Kramat Jati,Kota Administrasi Jakarta Timur,0,120000000,201804
