_id,tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,periode_data
2804,2018-04-02T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. K.H. Ahmad Dahlan, Kp. Cantika, Kel. Petir, Kec. Cipondoh",Tangerang,Tangerang,Kota Tangerang,0,100000000,201804
2805,2018-04-02T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Al- Mubarok 1, No. 36",Cipulir,Kebayoran Lama,Kota Administrasi Jakarta Selatan,1,5000000,201804
2806,2018-04-02T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Datang,Jl. Raya Ragunan,Ragunan,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201804
2807,2018-04-02T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Mampang Prapatan V,Tegal Parang,Mampang Prapatan,Kota Administrasi Jakarta Selatan,2,150000000,201804
2808,2018-04-02T00:00:00,Penyelamatan,Pengendalian Hewan,Petugas Pemadam,Jl. Pinang Mas,Pondok Pinang,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,201804
2809,2018-04-02T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. H. Kelik,Srengseng,Kembangan,Kota Administrasi Jakarta Barat,0,0,201804
2810,2018-04-02T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Spoor Dalam IV, No. 52",Gunung Sahari Selatan,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,201804
2811,2018-04-03T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Anggrek Cendrawasi ( Masdjid Al-Huda ),Kemanggisan,Palmerah,Kota Administrasi Jakarta Barat,1,30000000,201804
2812,2018-04-03T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Sunter Permai Raya ( Depan Taman BMW ),Sunter Agung,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201804
2813,2018-04-03T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Timbul Raya,Cipedak,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,201804
2814,2018-04-04T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Telepon,Jl.Rusun Cengkareng Indah Blok Kelapa No A 11,Cengkareng Timur,Cengkareng,Kota Administrasi Jakarta Barat,0,0,201804
2815,2018-04-03T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Petugas Pemadam,Jl.Kh.Zainul Arifin No 71,Petojo Utara,Gambir,Kota Administrasi Jakarta Pusat,0,0,201804
2816,2018-04-04T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,SDN 10 Pagi Jatinegara Cakung,Jatinegara,Cakung,Kota Administrasi Jakarta Timur,0,0,201804
2817,2018-04-04T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Pure Rawamangun,Rawamangun,Pulogadung,Kota Administrasi Jakarta Timur,0,0,201804
2818,2018-04-04T00:00:00,Kebakaran,Bencana Kebakaran,Jakarta Siaga 112,"Jl. RM Harsono, Jl. Jabir, Titik Kenal Depan Kantor Puskesmas Ragunan",Ragunan,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,5000000,201804
2819,2018-04-04T00:00:00,Penyelamatan,Pohon Tumbang,Masyarakat Datang,RPTRA Tidung Ceria,Pulau Tidung,Kep. Seribu Selatan,Kota Administrasi Jakarta Utara,0,0,201804
2820,2018-05-28T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Perintis Kemerdekaan,Pulogadung,Pulogadung,Kota Administrasi Jakarta Timur,0,0,201805
2821,2018-05-28T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Iskandar Muda No.17c,Kebayoran lama selatan,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,0,201805
2822,2018-05-28T00:00:00,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Jl. Cipaku Raya No.5,Petogogan,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,201805
2823,2018-05-28T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Kebon Sayur No.3,Kebon Melati,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201805
2824,2018-05-28T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,"Gedung Pancasila, Jl. Pejambon",Senen,Senen,Kota Administrasi Jakarta Pusat,0,0,201805
2825,2018-05-28T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Karang Tengah I,Lebak Bulus,Cilandak,Kota Administrasi Jakarta Selatan,0,20000000,201805
2826,2018-05-29T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Denpasar Raya,Karet Kuningan,Setiabudi,Kota Administrasi Jakarta Selatan,0,2000000,201805
2827,2018-05-29T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Pulau Kelapa,Pulau Kelapa,Kep. Seribu Utara,Kota Administrasi Jakarta Utara,0,1000000,201805
2828,2018-05-29T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Panglima Polim Raya,Pulo,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,201805
2829,2018-05-29T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Gg Mawar,Pasar Minggu,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,3000000,201805
2830,2018-05-29T00:00:00,Penyelamatan,Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Masyarakat Telepon,Jl. Pluit Indah Raya ( Mall Pluit Village ),Pluit,Penjaringan,Kota Administrasi Jakarta Utara,0,0,201805
2831,2018-05-29T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. K.S Tubun No. 19,Petamburan,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201805
2832,2018-05-29T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Pasar Ikan ( Kampung Aquarium ),Penjaringan,Penjaringan,Kota Administrasi Jakarta Utara,0,0,201805
2833,2018-05-29T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Tipar cakung ( Rusun Albo ),Cakung Barat,Cakung,Kota Administrasi Jakarta Timur,0,0,201805
2834,2018-05-29T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Pagadegan barat,Pangadegan,Pancoran,Kota Administrasi Jakarta Selatan,0,0,201805
2835,2018-05-29T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Medan Merdeka Barat ( Patung Kuda ),Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,201805
2836,2018-05-30T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pacuan Kuda Raya,Kayu Putih,Pulogadung,Kota Administrasi Jakarta Timur,0,0,201805
2837,2018-05-30T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Cempaka Putih Raya No.11.6A-B,Cempaka Putih Timur,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,500000000,201805
2838,2018-05-30T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Salihara Raya,Pasar minggu,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,150000,201805
2839,2018-05-30T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Masdjid Al.Jadid I No.39-45,Baru,Pasar Rebo,Kota Administrasi Jakarta Timur,0,0,201805
2840,2018-05-30T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Tegal Parang Utara III,Tegal Parang,Mampang Prapatan,Kota Administrasi Jakarta Selatan,0,0,201805
2841,2018-05-30T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Lapangan Banteng Selatan,Pasar Baru,Sawah Besar,Kota Administrasi Jakarta Pusat,0,0,201805
2842,2018-05-30T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Kali Anyar IV,Kali Anyar,Tambora,Kota Administrasi Jakarta Barat,0,0,201805
2843,2018-05-30T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Telepon,Jl.Taman Pejambon ( Gedung Pancasila ),Senen,Senen,Kota Administrasi Jakarta Pusat,0,0,201805
2844,2018-05-31T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Kemuning II No.30,Utan Kayu Utara,Matraman,Kota Administrasi Jakarta Timur,0,0,201805
2845,2018-05-31T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Bandengan Selatan Komplek Ruko Robinson, No. 82 EJ",Pejagalan,Penjaringan,Kota Administrasi Jakarta Utara,0,0,201805
2846,2018-05-31T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Penjernihan I,Karet Tengsin,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201805
2847,2018-05-31T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Belakang Pos Tipar Cakung,Cakung Barat,Cakung,Kota Administrasi Jakarta Timur,0,0,201805
2848,2018-05-31T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Raya Pasar Minggu, No. 30",Pasar minggu,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201805
2849,2018-05-31T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Bangka VII,Bangka,Mampang Prapatan,Kota Administrasi Jakarta Selatan,0,60000000,201805
2850,2018-05-31T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Mardani Raya,Cempaka Putih Barat,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,201805
2851,2018-05-31T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Kinyang No.21E,Batu ampar,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201805
2852,2018-05-16T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Basmol,Kembangan utara,Kembangan,Kota Administrasi Jakarta Barat,0,0,201805
2853,2018-04-04T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Perumahan Citra III Blok. B13, No.2",Pegadungan,Kalideres,Kota Administrasi Jakarta Barat,0,1000000,201804
2854,2018-04-04T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Toko Duta Elektronik, Jl. Rorotan No.12A",Rorotan,Cilincing,Kota Administrasi Jakarta Utara,0,100000000,201804
2855,2018-04-04T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Wisma Bengkulu, Jl. Kepu Timur No.41",Kemayoran,Kemayoran,Kota Administrasi Jakarta Pusat,0,90000000,201804
2856,2018-04-04T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Hotel Cristal, Jl. Tarogong Raya No.17",Cilandak Barat,Cilandak,Kota Administrasi Jakarta Selatan,0,0,201804
2857,2018-04-04T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Petugas Pemadam,Jl. Lebak Bulus Raya,Lebak Bulus,Cilandak,Kota Administrasi Jakarta Selatan,0,0,201804
2858,2018-04-05T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Cilincing Baru II No.32,Cilincing,Cilincing,Kota Administrasi Jakarta Utara,1,10000000,201804
2859,2018-04-05T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Dr. Nurdin 1 (Gor Grogol),Grogol,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,0,201804
2860,2018-04-05T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pertanian Raya Komp. DPR Blok B No. 5,Lebak Bulus,Cilandak,Kota Administrasi Jakarta Selatan,1,7000000,201804
2861,2018-04-05T00:00:00,Penyelamatan,Pertolongan Gawat Darurat (Ambulan).,Masyarakat Datang,Jl. Imam Mahbud,Duri pulo,Gambir,Kota Administrasi Jakarta Pusat,0,0,201804
2862,2018-04-05T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Taman Sari Raya No. 4,Tamansari,Tamansari,Kota Administrasi Jakarta Barat,0,1000000,201804
2863,2018-04-05T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Pluit Timur Raya ( Waduk Pluit ),Pluit,Penjaringan,Kota Administrasi Jakarta Utara,0,0,201804
2864,2018-04-05T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Masjid Al - Ridwan,Jatipadang,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201804
2865,2018-04-05T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Palapa 3,Kebon Jeruk,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,201804
2866,2018-04-06T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Jati Baru Raya,Kebon Kacang,Tanah Abang,Kota Administrasi Jakarta Pusat,0,300000,201804
2867,2018-04-06T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Raya Ciracas (Depan Kantor Diklat Pemadam Kebakaran),Ciracas,Ciracas,Kota Administrasi Jakarta Timur,0,0,201804
2868,2018-04-06T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Mazda Raya No 24,Pejagalan,Penjaringan,Kota Administrasi Jakarta Utara,0,500000,201804
2869,2018-04-06T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Enggano,Tanjung Priok,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201804
2870,2018-04-06T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Jl.Medan Merdeka Timur,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,201804
2871,2018-04-06T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Sahabat No 93,Kamal,Kalideres,Kota Administrasi Jakarta Barat,0,0,201804
2872,2018-04-06T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Nangka Gg.Rukun No 3,Tanjung Barat,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,201804
2873,2018-04-07T00:00:00,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Bungur Besar Raya,Bungur,Senen,Kota Administrasi Jakarta Pusat,0,0,201804
2874,2018-04-07T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Telepon,"Mall Kelapa Gading, Jl. Boulevard Kelapa Gading",Kelapa Gading Timur,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,201804
2875,2018-04-07T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Raya Bogor,Kramat jati,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201804
2876,2018-04-07T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Komplek Paspampres, Jl. Pipit II No.9",Kampung Tengah,Kramat Jati,Kota Administrasi Jakarta Timur,1,20000000,201804
2877,2018-04-07T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Tipar Selatan No.11,Semper Barat,Cilincing,Kota Administrasi Jakarta Utara,0,0,201804
2878,2018-04-07T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Kampung Kemang Sari,Bekasi,Bekasi,Kota Bekasi,1,100000000,201804
2879,2018-04-07T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Polda Metro Jaya, Jl. Jend. Sudirman No.55",Senayan,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,150000000,201804
2880,2018-04-07T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Perumahan Pakuwon, Jl. Pedongkelan",Kapuk,Cengkareng,Kota Administrasi Jakarta Barat,5,80000000,201804
2881,2018-04-07T00:00:00,Penyelamatan,Operasi Penyelamatan Lainnya,Masyarakat Telepon,"Wisma Bumi Asih, Jl. Solo",Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,201804
2882,2018-05-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Insfeksi PPD,Cakung Barat,Cakung,Kota Administrasi Jakarta Timur,0,4000000,201805
2883,2018-05-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Dukuh V No.30,Dukuh,Kramat Jati,Kota Administrasi Jakarta Timur,0,10000000,201805
2884,2018-05-12T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Gedung JCC,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201805
2885,2018-05-12T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Setadion GBK,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201805
2886,2018-05-12T00:00:00,Penyelamatan,Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Masyarakat Telepon,Jl.Raya Kalibata,Rawajati,Pancoran,Kota Administrasi Jakarta Selatan,0,0,201805
2887,2018-05-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Tanah Sereal 9,Tanah Sereal,Tambora,Kota Administrasi Jakarta Barat,1,1500000,201805
2888,2018-05-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Poltangan Raya,Tanjung Barat,Jagakarsa,Kota Administrasi Jakarta Selatan,0,300000000,201805
2889,2018-05-13T00:00:00,Penyelamatan,Bencana pada Air (operasi penyelamatan pada Air),Masyarakat Telepon,Jl.Pelumpang Raya,Rawa Badak Selatan,Koja,Kota Administrasi Jakarta Utara,0,0,201805
2890,2018-05-13T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Komplek Batan,Pasar Minggu,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201805
2891,2018-05-13T00:00:00,Penyelamatan,Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Masyarakat Telepon,"Apartemen Westling Kedoya lt.10,raya kedoya garden kav 1",Kedoya selatan,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,201805
2892,2018-05-13T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Komplek karang tenga permai Blok. TX, No.8",Tangerang,Tangerang,Kota Tangerang,1,50000000,201805
2893,2018-05-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Letjen Soeprapto No.1a,Bungur,Senen,Kota Administrasi Jakarta Pusat,0,1000000000,201805
2894,2018-05-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Gading Raya,Pisangan Timur,Pulogadung,Kota Administrasi Jakarta Timur,0,1000000,201805
2895,2018-05-14T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. Danau Elok,Sunter jaya,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,201805
2896,2018-05-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Swadaya II,Cipinang Besar Utara,Jatinegara,Kota Administrasi Jakarta Timur,0,0,201805
2897,2018-05-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Radio Dalam 4, deperdag 4 No. 8",Gandaria Utara,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,7000000,201805
2898,2018-05-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Lautze Raya,Pasar Baru,Sawah Besar,Kota Administrasi Jakarta Pusat,0,35000000,201805
2899,2018-05-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Raya Kelapa Dua,Kelapa Dua,Kebun Jeruk,Kota Administrasi Jakarta Barat,3,688000000,201805
2900,2018-05-14T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Wijaya Kusuma,Wijaya Kusuma,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,700000,201805
2901,2018-05-15T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Penyelesaian Tomang 3,Meruya Utara,Kembangan,Kota Administrasi Jakarta Barat,0,0,201805
2902,2018-05-15T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Cipinang Muara II No 2,Pondok Bambu,Duren Sawit,Kota Administrasi Jakarta Timur,0,150000000,201805
2903,2018-05-15T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Musyawarah,Ragunan,Pasar Minggu,Kota Administrasi Jakarta Selatan,6,200000000,201805
2904,2018-05-15T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Pejaten Raya ( Depan Sekolah Strada Wiyatasana ),Pejaten Barat,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201805
2905,2018-05-15T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Kampung Dukuh,Kebayoran Lama Utara,Kebayoran Lama,Kota Administrasi Jakarta Selatan,1,500000,201805
2906,2018-05-15T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Lautze,Kartini,Sawah Besar,Kota Administrasi Jakarta Pusat,0,0,201805
2907,2018-05-15T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Cempaka,Cempaka Putih Timur,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,201805
2908,2018-05-15T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Telepon,Stadion Gelora Bung Karno,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,201805
2909,2018-05-15T00:00:00,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Datang,Jl.Warung Jati Barat,Jatipadang,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201805
2910,2018-05-16T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Rubi 2 Blok. G no.50,Grogol utara,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,1000000000,201805
2911,2018-05-16T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pangheran Jayakarta no.139 PT. Sinar Hoperindo,Mangga Dua Selatan,Sawah Besar,Kota Administrasi Jakarta Pusat,0,1000000,201805
2912,2018-05-16T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Swadarma Raya no.55,srengseng,Kembangan,Kota Administrasi Jakarta Barat,0,100000000,201805
2913,2018-05-16T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. M Kahfi Gg. Jambui II no. 24,Cipedak,Jagakarsa,Kota Administrasi Jakarta Selatan,0,10000000,201805
2914,2018-05-16T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Tanah Tinggi 12 Titik kenal RSUD johar baru,Tanah tinggi,Johar Baru,Kota Administrasi Jakarta Pusat,0,500000,201805
2915,2018-05-16T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Batu ampar 1 gg. H mani no.37,Batu ampar,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201805
2916,2018-05-16T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl.Kalibata tengah, No.2b",Kalibata,Pancoran,Kota Administrasi Jakarta Selatan,0,0,201805
2917,2018-05-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Cidodol Raya, No.40",Grogol utara,Kebayoran Lama,Kota Administrasi Jakarta Selatan,0,10000000,201805
2918,2018-05-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Menteng Jaya,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,201805
2919,2018-05-17T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Dukuh V,Kramat jati,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,201805
2920,2018-05-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kampar,Cideng,Gambir,Kota Administrasi Jakarta Pusat,1,2000000000,201805
2921,2018-05-17T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Makmur,Pondok Rangon,Cipayung,Kota Administrasi Jakarta Timur,0,0,201805
2922,2018-05-17T00:00:00,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Tirtayasa V (Lapangan Sepak Bola PTIK),Melawai,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,201805
2923,2018-05-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Husein Sastranegara, Kel. Jurumudi, Kec. Benda",Tangerang,Tangerang,Kota Tangerang,3,100000000,201805
2924,2018-05-17T00:00:00,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Gor Ragunan (Titik kenal PPOP Ragunan),Ragunan,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201805
2925,2018-05-17T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Moh. Kahfi 1 (Samping Kantor Sektor Pemadam),Jagakarsa,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,201805
2926,2018-05-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Kramat V No.12,Kenari,Senen,Kota Administrasi Jakarta Pusat,0,0,201805
2927,2018-05-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Pemadam ( Depan Pegadaian ),Semper Barat,Cilincing,Kota Administrasi Jakarta Utara,0,0,201805
2928,2018-05-18T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Swadaya 3 Alfalah,Bekasi,Bekasi,Kota Bekasi,0,15000000,201805
2929,2018-05-18T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl.Arun I,Komplek Pertamina",Ujung Menteng,Cakung,Kota Administrasi Jakarta Timur,0,0,201805
2930,2018-05-18T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Kalibata Selatan,Kalibata,Pancoran,Kota Administrasi Jakarta Selatan,0,0,201805
2931,2018-05-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Cawang Baru Utara,Cipinang Cimpedak,Jatinegara,Kota Administrasi Jakarta Timur,0,600000,201805
2932,2018-05-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Raya Ps.Minggu ( Stasiun Ps Minggu ),Pejaten Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,600000000,201805
2933,2018-05-19T00:00:00,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl.Teluk Kumai No.84C,Komplek AL",Pasar Minggu,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,201805
2934,2018-05-19T00:00:00,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Kemang Utama IX,Duren Tiga,Pancoran,Kota Administrasi Jakarta Selatan,0,240000000,201805
2935,2018-05-19T00:00:00,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Raya Kresek,Duri Kosambi,Cengkareng,Kota Administrasi Jakarta Barat,1,2000000,201805
